AktID,ArtID,LatArt
821471,4483,Poa pratensis
821471,4743,Prunus spinosa
821471,4835,Ranunculus bulbosus
821471,4921,Rhinanthus minor
821471,5221,Rumex thyrsiflorus
821471,5686,Silene nutans
821471,5702,Silene vulgaris
821471,6422,Trifolium dubium
821471,6431,Trifolium medium
821471,6441,Trifolium pratense
821471,6446,Trifolium repens
821471,6676,Vicia cracca
821471,7231,Homalothecium lutescens
828402,2274,Elytrigia repens
828402,5148,Rumex acetosa
828402,6446,Trifolium repens
850101,368,Anemone
850101,429,Anthoxanthum odoratum
850101,435,Anthriscus sylvestris
850101,557,Arrhenatherum elatius
850101,790,Betula pendula
850101,1461,Cerastium fontanum var. vulgare
850101,1925,Dactylis glomerata
850101,2591,Festuca rubra
850101,2633,Fraxinus excelsior
850101,2717,Galium verum
850101,3381,Lathyrus linifolius
850101,4731,Prunus avium
850101,4817,Quercus robur
850101,5148,Rumex acetosa
850101,5921,Stellaria holostea
850101,6633,Veronica chamaedrys
850101,32838,Achillea millefolium
855720,30,Acer pseudoplatanus
855720,130,Agrostis stolonifera
855720,435,Anthriscus sylvestris
855720,1020,Campanula rotundifolia
855720,1210,Carex hirta
855720,1810,Crataegus monogyna
855720,1893,Cymbalaria muralis
855720,2274,Elytrigia repens
855720,2370,Equisetum arvense
855720,2667,Galeopsis
855720,2786,Geum urbanum
855720,3162,Hypericum perforatum
855720,3226,Jasione montana
855720,3514,Linaria vulgaris
855720,3552,Lolium perenne
855720,4291,Phleum pratense subsp. pratense
855720,4423,Plantago lanceolata
855720,4428,Plantago major
855720,4483,Poa pratensis
855720,4982,Rosa dumalis subsp. dumalis
855720,5024,Rubus armeniacus
855720,5148,Rumex acetosa
855720,6224,Taraxacum sect. Taraxacum
855720,6446,Trifolium repens
855720,6676,Vicia cracca
855720,6748,Viola odorata
855720,1049372,Dactylis glomerata/polygama
859370,374,Anemone nemorosa
859370,2553,Fagus sylvatica
859370,5921,Stellaria holostea
861618,1625,Cirsium arvense
861618,2683,Galium aparine
861618,4333,Picea glauca
861618,4494,Poa trivialis
861618,5423,Sambucus nigra
861618,1049372,Dactylis glomerata/polygama
862410,429,Anthoxanthum odoratum
862410,1625,Cirsium arvense
862410,2591,Festuca rubra
862410,2786,Geum urbanum
862410,3089,Holcus lanatus
862410,4423,Plantago lanceolata
862410,4823,Ranunculus acris
862410,5148,Rumex acetosa
862410,5917,Stellaria graminea
862410,6633,Veronica chamaedrys
864341,2591,Festuca rubra
864341,3552,Lolium perenne
864341,4494,Poa trivialis
864341,4880,Ranunculus repens
864341,5397,Salix viminalis
864341,6224,Taraxacum sect. Taraxacum
870965,116,Agrostis capillaris
870965,790,Betula pendula
870965,974,Calluna vulgaris
870965,1095,Carex arenaria
870965,1290,Carex pilulifera
870965,2020,Avenella flexuosa
870965,2591,Festuca rubra
870965,2704,Galium saxatile
870965,3089,Holcus lanatus
870965,3168,Hypochaeris radicata
870965,3455,Leucanthemum vulgare
870965,3608,Luzula campestris
870965,3894,Myosotis discolor
870965,4359,Pilosella officinarum
870965,4423,Plantago lanceolata
870965,5148,Rumex acetosa
870965,5156,Rumex acetosella
870965,6418,Trifolium campestre
870965,6441,Trifolium pratense
870965,6697,Vicia sativa subsp. nigra
870965,32838,Achillea millefolium
874674,116,Agrostis capillaris
874674,437,Anthyllis vulneraria
874674,557,Arrhenatherum elatius
874674,662,Astragalus glycyphyllos
874674,793,Betula pubescens
874674,1043,Cardamine hirsuta
874674,1925,Dactylis glomerata
874674,2001,Daucus carota subsp. carota
874674,2591,Festuca rubra
874674,3089,Holcus lanatus
874674,3162,Hypericum perforatum
874674,3520,Linum catharticum
874674,3580,Lotus corniculatus
874674,3736,Medicago lupulina
874674,4195,Pastinaca sativa subsp. sylvestris
874674,4423,Plantago lanceolata
874674,4918,Rhinanthus
874674,4972,Rosa
874674,5780,Solidago virgaurea
874674,32838,Achillea millefolium
874674,566,Artemisia campestris
874674,1440,Cerastium
874674,1461,Cerastium fontanum var. vulgare
874674,1806,Crataegus laevigata
874674,2000,Daucus carota
874674,4359,Pilosella officinarum
874674,6416,Trifolium arvense
874674,121,Agrostis gigantea
874674,537,Argentina anserina
874674,1210,Carex hirta
874674,3388,Lathyrus pratensis
874674,4044,Ononis spinosa subsp. procurrens
874674,4237,Petasites hybridus
874674,4692,Potentilla reptans
874674,4732,Prunus cerasifera
874674,5776,Solidago gigantea
874674,6676,Vicia cracca
874674,7576,Pleurozium schreberi
900043,104,Agrimonia eupatoria
900043,116,Agrostis capillaris
900043,225,Allium scorodoprasum
900043,557,Arrhenatherum elatius
900043,1416,Centaurea scabiosa
900043,1625,Cirsium arvense
900043,1925,Dactylis glomerata
900043,2591,Festuca rubra
900043,2683,Galium aparine
900043,3054,Hieracium umbellatum
900043,3089,Holcus lanatus
900043,3300,Knautia arvensis
900043,3552,Lolium perenne
900043,3580,Lotus corniculatus
900043,4283,Phleum
900043,4423,Plantago lanceolata
900043,4475,Poa compressa
900043,4494,Poa trivialis
900043,4817,Quercus robur
900043,4972,Rosa
900043,5148,Rumex acetosa
900043,5156,Rumex acetosella
900043,5221,Rumex thyrsiflorus
900043,6397,Tragopogon pratensis subsp. pratensis
900043,6683,Vicia hirsuta
771212,437,Anthyllis vulneraria
771212,543,Armeria maritima
771212,1397,Centaurea jacea
771212,1461,Cerastium fontanum var. vulgare
771212,2591,Festuca rubra
771212,2717,Galium verum
771212,2763,Geranium molle
771212,3097,Honckenya peploides
771212,3467,Leymus arenarius
771212,3580,Lotus corniculatus
771212,4359,Pilosella officinarum
771212,4369,Pimpinella saxifraga
771212,4423,Plantago lanceolata
771212,4432,Plantago maritima
771212,4483,Poa pratensis
771212,5001,Rosa rugosa
771212,5148,Rumex acetosa
771212,6676,Vicia cracca
771212,6697,Vicia sativa subsp. nigra
771212,7682,Pseudoscleropodium purum
771212,7769,Cladina sp.
771212,32838,Achillea millefolium
771212,1000549,Peltigera
771769,116,Agrostis capillaris
771769,217,Allium oleraceum
771769,429,Anthoxanthum odoratum
771769,533,Arenaria serpyllifolia subsp. serpyllifolia
771769,868,Briza media
771769,1020,Campanula rotundifolia
771769,1032,Capsella bursa-pastoris
771769,1210,Carex hirta
771769,1461,Cerastium fontanum var. vulgare
771769,1902,Cynosurus cristatus
771769,1925,Dactylis glomerata
771769,2016,Deschampsia cespitosa
771769,2274,Elytrigia repens
771769,2370,Equisetum arvense
771769,2540,Euphrasia stricta
771769,2585,Festuca ovina
771769,2588,Schedonorus pratensis
771769,2591,Festuca rubra
771769,2717,Galium verum
771769,2763,Geranium molle
771769,3089,Holcus lanatus
771769,3168,Hypochaeris radicata
771769,3288,Juniperus communis
771769,3300,Knautia arvensis
771769,3420,Scorzoneroides autumnalis
771769,3520,Linum catharticum
771769,3552,Lolium perenne
771769,3580,Lotus corniculatus
771769,3608,Luzula campestris
771769,3736,Medicago lupulina
771769,3898,Myosotis ramosissima
771769,4292,Phleum pratense subsp. nodosum
771769,4359,Pilosella officinarum
771769,4369,Pimpinella saxifraga
771769,4423,Plantago lanceolata
771769,4483,Poa pratensis
771769,4494,Poa trivialis
771769,4729,Prunella vulgaris
771769,4823,Ranunculus acris
771769,4835,Ranunculus bulbosus
771769,4880,Ranunculus repens
771769,5148,Rumex acetosa
771769,5917,Stellaria graminea
771769,6161,Taraxacum officinale coll.
771769,6422,Trifolium dubium
771769,6441,Trifolium pratense
771769,6446,Trifolium repens
771769,6626,Veronica arvensis
771769,6633,Veronica chamaedrys
771769,6646,Veronica officinalis
771769,6685,Vicia lathyroides
771769,7180,Bryopsida
771769,32838,Achillea millefolium
773906,116,Agrostis capillaris
773906,260,Alopecurus pratensis
773906,435,Anthriscus sylvestris
773906,1461,Cerastium fontanum var. vulgare
773906,1625,Cirsium arvense
773906,1902,Cynosurus cristatus
773906,1925,Dactylis glomerata
773906,3089,Holcus lanatus
773906,3168,Hypochaeris radicata
773906,3423,Leontodon hispidus
773906,3608,Luzula campestris
773906,4423,Plantago lanceolata
773906,4483,Poa pratensis
773906,4823,Ranunculus acris
773906,6422,Trifolium dubium
773906,6446,Trifolium repens
773906,7180,Bryopsida
773906,32838,Achillea millefolium
781117,130,Agrostis stolonifera
781117,374,Anemone nemorosa
781117,437,Anthyllis vulneraria
781117,557,Arrhenatherum elatius
781117,764,Bellis perennis
781117,868,Briza media
781117,885,Bromus hordeaceus subsp. hordeaceus
781117,1016,Campanula persicifolia
781117,1020,Campanula rotundifolia
781117,1190,Carex flacca
781117,1290,Carex pilulifera
781117,1397,Centaurea jacea
781117,1416,Centaurea scabiosa
781117,1622,Cirsium acaule
781117,1625,Cirsium arvense
781117,1902,Cynosurus cristatus
781117,1925,Dactylis glomerata
781117,2001,Daucus carota subsp. carota
781117,2591,Festuca rubra
781117,2613,Filipendula vulgaris
781117,2628,Frangula alnus
781117,2717,Galium verum
781117,2752,Geranium
781117,2786,Geum urbanum
781117,2890,Helianthemum nummularium subsp. obscurum
781117,2905,Avenula pratensis
781117,3162,Hypericum perforatum
781117,3168,Hypochaeris radicata
781117,3354,Lapsana communis
781117,3420,Scorzoneroides autumnalis
781117,3455,Leucanthemum vulgare
781117,3520,Linum catharticum
781117,3552,Lolium perenne
781117,3736,Medicago lupulina
781117,3888,Lactuca muralis
781117,4066,Neotinea ustulata
781117,4292,Phleum pratense subsp. nodosum
781117,4346,Pilosella aurantiaca subsp. aurantiaca
781117,4359,Pilosella officinarum
781117,4423,Plantago lanceolata
781117,4433,Plantago media
781117,4494,Poa trivialis
781117,4511,Polygala vulgaris
781117,4719,Primula veris
781117,4732,Prunus cerasifera
781117,4817,Quercus robur
781117,4823,Ranunculus acris
781117,4835,Ranunculus bulbosus
781117,4982,Rosa dumalis subsp. dumalis
781117,5423,Sambucus nigra
781117,5429,Poterium sanguisorba
781117,5603,Jacobaea vulgaris
781117,6161,Taraxacum officinale coll.
781117,6397,Tragopogon pratensis subsp. pratensis
781117,6441,Trifolium pratense
781117,6446,Trifolium repens
781117,6518,Ulmus glabra
781117,6633,Veronica chamaedrys
781117,6646,Veronica officinalis
781117,6670,Viburnum opulus
781117,6742,Viola hirta
781117,7180,Bryopsida
785395,217,Allium oleraceum
785395,537,Argentina anserina
785395,543,Armeria maritima
785395,703,Atriplex prostrata
785395,868,Briza media
785395,885,Bromus hordeaceus subsp. hordeaceus
785395,1190,Carex flacca
785395,1210,Carex hirta
785395,1257,Carex nigra var. nigra
785395,1271,Carex otrubae
785395,1397,Centaurea jacea
785395,1461,Cerastium fontanum var. vulgare
785395,1625,Cirsium arvense
785395,1720,Convolvulus arvensis
785395,1902,Cynosurus cristatus
785395,1925,Dactylis glomerata
785395,1967,Dactylorhiza majalis
785395,1985,Danthonia decumbens
785395,2370,Equisetum arvense
785395,2569,Schedonorus arundinaceus
785395,2591,Festuca rubra
785395,2633,Fraxinus excelsior
785395,2687,Galium mollugo
785395,2699,Galium palustre subsp. palustre
785395,2717,Galium verum
785395,2786,Geum urbanum
785395,2906,Avenula pubescens
785395,3089,Holcus lanatus
785395,3252,Juncus articulatus
785395,3256,Juncus bufonius
785395,3272,Juncus gerardii
785395,3300,Knautia arvensis
785395,3388,Lathyrus pratensis
785395,3520,Linum catharticum
785395,3608,Luzula campestris
785395,3736,Medicago lupulina
785395,3782,Mentha aquatica
785395,4044,Ononis spinosa subsp. procurrens
785395,4219,Persicaria amphibia
785395,4299,Phragmites australis
785395,4369,Pimpinella saxifraga
785395,4423,Plantago lanceolata
785395,4527,Polygonum aviculare
785395,4692,Potentilla reptans
785395,4719,Primula veris
785395,4729,Prunella vulgaris
785395,4823,Ranunculus acris
785395,4880,Ranunculus repens
785395,4921,Rhinanthus minor
785395,5148,Rumex acetosa
785395,5180,Rumex crispus
785395,5917,Stellaria graminea
785395,6441,Trifolium pratense
785395,6676,Vicia cracca
785395,7180,Bryopsida
785395,32838,Achillea millefolium
792829,104,Agrimonia eupatoria
792829,116,Agrostis capillaris
792829,429,Anthoxanthum odoratum
792829,1397,Centaurea jacea
792829,1925,Dactylis glomerata
792829,2591,Festuca rubra
792829,3089,Holcus lanatus
792829,3388,Lathyrus pratensis
792829,3580,Lotus corniculatus
792829,3608,Luzula campestris
792829,4423,Plantago lanceolata
792829,4743,Prunus spinosa
792829,4823,Ranunculus acris
792829,5148,Rumex acetosa
792829,5921,Stellaria holostea
792829,6161,Taraxacum officinale coll.
792829,6418,Trifolium campestre
792829,6431,Trifolium medium
792829,6633,Veronica chamaedrys
792829,6697,Vicia sativa subsp. nigra
792829,6700,Vicia sepium
793653,116,Agrostis capillaris
793653,150,Ajuga reptans
793653,153,Alchemilla
793653,435,Anthriscus sylvestris
793653,1046,Cardamine pratensis
793653,1141,Carex caryophyllea
793653,1190,Carex flacca
793653,1397,Centaurea jacea
793653,1461,Cerastium fontanum var. vulgare
793653,1625,Cirsium arvense
793653,1635,Cirsium palustre
793653,1638,Cirsium vulgare
793653,1810,Crataegus monogyna
793653,1902,Cynosurus cristatus
793653,1925,Dactylis glomerata
793653,1985,Danthonia decumbens
793653,2016,Deschampsia cespitosa
793653,2591,Festuca rubra
793653,3089,Holcus lanatus
793653,3155,Hypericum humifusum
793653,3168,Hypochaeris radicata
793653,3268,Juncus effusus
793653,3608,Luzula campestris
793653,4423,Plantago lanceolata
793653,4729,Prunella vulgaris
793653,4817,Quercus robur
793653,4823,Ranunculus acris
793653,4835,Ranunculus bulbosus
793653,4880,Ranunculus repens
793653,5148,Rumex acetosa
793653,5205,Rumex obtusifolius
793653,5246,Sagina procumbens
793653,6161,Taraxacum officinale coll.
793653,6422,Trifolium dubium
793653,6431,Trifolium medium
793653,6446,Trifolium repens
793653,6633,Veronica chamaedrys
793653,6661,Veronica serpyllifolia
793653,7180,Bryopsida
797450,141,Aira praecox
797450,557,Arrhenatherum elatius
797450,764,Bellis perennis
797450,1190,Carex flacca
797450,1281,Carex panicea
797450,1342,Carlina vulgaris
797450,1397,Centaurea jacea
797450,1622,Cirsium acaule
797450,1638,Cirsium vulgare
797450,1810,Crataegus monogyna
797450,1925,Dactylis glomerata
797450,2000,Daucus carota
797450,2585,Festuca ovina
797450,2591,Festuca rubra
797450,2743,Gentianella campestris subsp. baltica
797450,3420,Scorzoneroides autumnalis
797450,3520,Linum catharticum
797450,3580,Lotus corniculatus
797450,3736,Medicago lupulina
797450,4359,Pilosella officinarum
797450,4423,Plantago lanceolata
797450,4432,Plantago maritima
797450,4433,Plantago media
797450,4483,Poa pratensis
797450,4494,Poa trivialis
797450,4692,Potentilla reptans
797450,4729,Prunella vulgaris
797450,4823,Ranunculus acris
797450,4835,Ranunculus bulbosus
797450,5030,Rubus caesius
797450,5603,Jacobaea vulgaris
797450,5784,Sonchus arvensis
797450,6161,Taraxacum officinale coll.
797450,6355,Thymus serpyllum
797450,6508,Tussilago farfara
797450,7180,Bryopsida
797450,32838,Achillea millefolium
807574,30,Acer pseudoplatanus
807574,121,Agrostis gigantea
807574,130,Agrostis stolonifera
807574,203,Alliaria petiolata
807574,397,Angelica sylvestris
807574,557,Arrhenatherum elatius
807574,842,Brachypodium sylvaticum
807574,1060,Carduus crispus
807574,1190,Carex flacca
807574,1327,Carex sylvatica
807574,1461,Cerastium fontanum var. vulgare
807574,1500,Chaerophyllum temulum
807574,1625,Cirsium arvense
807574,1638,Cirsium vulgare
807574,1771,Corylus avellana
807574,1925,Dactylis glomerata
807574,2016,Deschampsia cespitosa
807574,2345,Epilobium parviflorum
807574,2622,Fragaria vesca
807574,2633,Fraxinus excelsior
807574,2770,Geranium robertianum
807574,2784,Geum rivale
807574,2876,Hedera helix
807574,2930,Hepatica nobilis
807574,3580,Lotus corniculatus
807574,3736,Medicago lupulina
807574,4177,Paris quadrifolia
807574,4719,Primula veris
807574,4972,Rosa
807574,5314,Salix cinerea
807574,5423,Sambucus nigra
807574,6161,Taraxacum officinale coll.
807574,6446,Trifolium repens
807574,6529,Urtica dioica
807574,6563,Valeriana
807574,6633,Veronica chamaedrys
807574,6661,Veronica serpyllifolia
807574,7180,Bryopsida
815998,43,Achillea millefolium subsp. millefolium
815998,116,Agrostis capillaris
815998,230,Allium vineale
815998,378,Pulsatilla pratensis
815998,429,Anthoxanthum odoratum
815998,435,Anthriscus sylvestris
815998,437,Anthyllis vulneraria
815998,557,Arrhenatherum elatius
815998,1020,Campanula rotundifolia
815998,1416,Centaurea scabiosa
815998,2591,Festuca rubra
815998,2613,Filipendula vulgaris
815998,2717,Galium verum
815998,2905,Avenula pratensis
815998,3300,Knautia arvensis
815998,4044,Ononis spinosa subsp. procurrens
815998,4675,Potentilla heptaphylla
815998,6414,Trifolium alpestre
815998,7180,Bryopsida
850860,43,Achillea millefolium subsp. millefolium
850860,104,Agrimonia eupatoria
850860,116,Agrostis capillaris
850860,429,Anthoxanthum odoratum
850860,435,Anthriscus sylvestris
850860,531,Arenaria serpyllifolia
850860,885,Bromus hordeaceus subsp. hordeaceus
850860,1018,Campanula rapunculoides
850860,1020,Campanula rotundifolia
850860,1416,Centaurea scabiosa
850860,1461,Cerastium fontanum var. vulgare
850860,1470,Cerastium semidecandrum
850860,1638,Cirsium vulgare
850860,1720,Convolvulus arvensis
850860,1925,Dactylis glomerata
850860,2591,Festuca rubra
850860,2717,Galium verum
850860,2763,Geranium molle
850860,3089,Holcus lanatus
850860,3300,Knautia arvensis
850860,3455,Leucanthemum vulgare
850860,3552,Lolium perenne
850860,3580,Lotus corniculatus
850860,4044,Ononis spinosa subsp. procurrens
850860,4359,Pilosella officinarum
850860,4423,Plantago lanceolata
850860,4483,Poa pratensis
850860,4664,Potentilla argentea
850860,4835,Ranunculus bulbosus
850860,5148,Rumex acetosa
850860,5156,Rumex acetosella
850860,5702,Silene vulgaris
850860,6161,Taraxacum officinale coll.
850860,6353,Thymus pulegioides
850860,6394,Tragopogon pratensis
850860,6416,Trifolium arvense
850860,6418,Trifolium campestre
850860,6422,Trifolium dubium
850860,6441,Trifolium pratense
850860,6671,Vicia
850860,7180,Bryopsida
851512,435,Anthriscus sylvestris
851512,764,Bellis perennis
851512,1190,Carex flacca
851512,1625,Cirsium arvense
851512,1810,Crataegus monogyna
851512,1925,Dactylis glomerata
851512,2370,Equisetum arvense
851512,2591,Festuca rubra
851512,2774,Geranium sanguineum
851512,3089,Holcus lanatus
851512,3168,Hypochaeris radicata
851512,3420,Scorzoneroides autumnalis
851512,3608,Luzula campestris
851512,3736,Medicago lupulina
851512,4359,Pilosella officinarum
851512,4423,Plantago lanceolata
851512,4433,Plantago media
851512,4719,Primula veris
851512,4823,Ranunculus acris
851512,4835,Ranunculus bulbosus
851512,5148,Rumex acetosa
851512,5465,Saxifraga granulata
851512,6161,Taraxacum officinale coll.
851512,6633,Veronica chamaedrys
851512,6676,Vicia cracca
851512,7180,Bryopsida
855129,437,Anthyllis vulneraria
855129,559,Arrhenatherum elatius subsp. elatius
855129,582,Artemisia vulgaris
855129,1327,Carex sylvatica
855129,1461,Cerastium fontanum var. vulgare
855129,1925,Dactylis glomerata
855129,2001,Daucus carota subsp. carota
855129,2195,Echium vulgare
855129,2402,Erigeron acris
855129,2591,Festuca rubra
855129,3080,Hippophaë rhamnoides
855129,3162,Hypericum perforatum
855129,3168,Hypochaeris radicata
855129,3420,Scorzoneroides autumnalis
855129,3455,Leucanthemum vulgare
855129,3736,Medicago lupulina
855129,3899,Myosotis scorpioides
855129,4291,Phleum pratense subsp. pratense
855129,4359,Pilosella officinarum
855129,4423,Plantago lanceolata
855129,4483,Poa pratensis
855129,4692,Potentilla reptans
855129,4731,Prunus avium
855129,4976,Rosa canina
855129,5603,Jacobaea vulgaris
855129,6353,Thymus pulegioides
855129,6441,Trifolium pratense
855129,6676,Vicia cracca
855129,7180,Bryopsida
855129,7768,"Cladonia sp., s.s."
855129,32838,Achillea millefolium
867943,30,Acer pseudoplatanus
867943,116,Agrostis capillaris
867943,974,Calluna vulgaris
867943,1290,Carex pilulifera
867943,1777,Cotoneaster
867943,1925,Dactylis glomerata
867943,2020,Avenella flexuosa
867943,2553,Fagus sylvatica
867943,2704,Galium saxatile
867943,3054,Hieracium umbellatum
867943,3089,Holcus lanatus
867943,3090,Holcus mollis
867943,3168,Hypochaeris radicata
867943,3179,Ilex aquifolium
867943,3300,Knautia arvensis
867943,3570,Lonicera periclymenum
867943,4359,Pilosella officinarum
867943,4423,Plantago lanceolata
867943,5123,Rubus sect. Rubus
867943,5780,Solidago virgaurea
867943,5798,Sorbus aucuparia
867943,6554,Vaccinium myrtillus
867943,6724,Viola canina
867943,7180,Bryopsida
867943,7768,"Cladonia sp., s.s."
867943,2016,Deschampsia cespitosa
867943,2667,Galeopsis
867943,4817,Quercus robur
867943,5148,Rumex acetosa
